0.688874,0.928195,0.239321,1
1.10563,1.351692,0.246062,2
1.364704,1.597851,0.233147,3
1.60706,1.84086,0.2338,4
1.848621,2.079324,0.230703,5
2.087125,2.323397,0.236272,6
2.331603,2.562888,0.231285,7
2.570758,2.802522,0.231764,8
2.810716,3.03855,0.227834,9
3.046384,3.273235,0.226851,10
3.281088,3.513619,0.232531,11
3.521439,3.753311,0.231872,12
3.761318,3.989011,0.227693,13
3.996982,4.229528,0.232546,14
4.237382,4.461997,0.224615,15
4.469733,4.713085,0.243352,16
4.721004,4.950619,0.229615,17
4.958518,5.185915,0.227397,18
5.193819,5.418432,0.224613,19
5.42629,5.652335,0.226045,20
5.660125,5.886647,0.226522,21
5.894477,6.125735,0.231258,22
6.133521,6.363382,0.229861,23
6.371021,6.597317,0.226296,24
6.60505,6.829905,0.224855,25
6.837875,7.067942,0.230067,26
7.075898,7.31076,0.234862,27
7.318713,7.559799,0.241086,28
7.568069,7.799147,0.231078,29
7.806986,8.051845,0.244859,30
8.059529,8.291998,0.232469,31
8.299978,8.535113,0.235135,32
8.543309,8.772453,0.229144,33
8.780191,9.017865,0.237674,34
9.025739,9.259879,0.23414,35
9.267732,9.504563,0.236831,36
9.5124,9.749193,0.236793,37
9.756878,9.991621,0.234743,38
9.999427,10.233066,0.233639,39
10.240894,10.472762,0.231868,40
10.480441,10.712554,0.232113,41
10.720549,10.949557,0.229008,42
10.957105,11.177161,0.220056,43
11.184738,11.406265,0.221527,44
11.414195,11.645757,0.231562,45
11.653514,11.886994,0.23348,46
11.894849,12.117901,0.223052,47
12.125542,12.34738,0.221838,48
12.355402,12.593095,0.237693,49
12.601154,12.827816,0.226662,50
12.835391,13.078483,0.243092,51
13.087004,13.320415,0.233411,52
13.328696,13.563447,0.234751,53
13.571736,13.814421,0.242685,54
13.822634,14.0713,0.248666,55
14.079647,14.316153,0.236506,56
14.323891,14.54998,0.226089,57
14.557841,14.785312,0.227471,58
14.79356,15.02709,0.23353,59
15.035403,15.267999,0.232596,60
15.27617,15.509739,0.233569,61
15.518047,15.750256,0.232209,62
15.75796,15.987588,0.229628,63
15.995379,16.22361,0.228231,64
16.231366,16.467602,0.236236,65
16.475509,16.701916,0.226407,66
16.709578,16.93852,0.228942,67
16.946806,17.176091,0.229285,68
17.184339,17.409112,0.224773,69
17.417135,17.645082,0.227947,70
