0.681028,0.896198,0.21517,1
1.107987,1.309885,0.201898,2
1.323266,1.533304,0.210038,3
1.542905,1.749747,0.206842,4
1.757622,1.952549,0.194927,5
1.960341,2.160282,0.199941,6
2.168193,2.36892,0.200727,7
2.376662,2.575491,0.198829,8
2.583224,2.779145,0.195921,9
2.786996,2.984353,0.197357,10
2.992222,3.186075,0.193853,11
3.401514,3.589641,0.188127,12
3.597436,3.796748,0.199312,13
3.804773,4.002247,0.197474,14
4.010304,4.209037,0.198733,15
4.216625,4.408728,0.192103,16
4.416511,4.612083,0.195572,17
4.817275,5.005593,0.188318,18
5.013492,5.211391,0.197899,19
5.21982,5.419363,0.199543,20
5.427147,5.620146,0.192999,21
5.628125,5.818582,0.190457,22
7.380099,7.572038,0.191939,23
7.967453,8.335447,0.367994,24
8.349707,8.72175,0.372043,25
8.735571,9.108623,0.373052,26
9.122856,9.491358,0.368502,27
9.505001,9.8759,0.370899,28
9.890051,10.268033,0.377982,29
10.281639,10.687139,0.4055,30
10.701243,11.120836,0.419593,31
11.134904,11.54625,0.411346,32
11.560466,11.999594,0.439128,33
12.013683,12.403966,0.390283,34
12.417694,12.825921,0.408227,35
12.840394,13.216685,0.376291,36
13.230825,13.626291,0.395466,37
13.640026,14.042635,0.402609,38
14.056681,14.255155,0.198474,39
14.262911,14.465509,0.202598,40
14.473789,14.680451,0.206662,41
14.688284,14.893058,0.204774,42
14.900888,15.100008,0.19912,43
15.107764,15.30399,0.196226,44
15.311789,15.510468,0.198679,45
15.518319,15.73452,0.216201,46
15.74282,15.935645,0.192825,47
15.943346,16.138916,0.19557,48
16.146604,16.348511,0.201907,49
16.558178,16.755625,0.197447,50
16.978675,17.187146,0.208471,51
17.195114,17.410301,0.215187,52
